rating_diff,net_goals_diff,p(Home),p(Draw),p(Away),Result
-4.0,-0.5799999999999998,0.457,0.258,0.285,1
-5.700000000000003,0.07000000000000006,0.457,0.258,0.285,-1
-5.8999999999999915,-0.020000000000000018,0.457,0.258,0.285,1
9.299999999999997,1.7399999999999998,0.457,0.258,0.285,1
-10.200000000000003,-0.9200000000000002,0.457,0.258,0.285,1
-10.700000000000003,-1.69,0.457,0.258,0.285,0
0.19999999999998863,-0.26,0.457,0.258,0.285,1
-4.199999999999989,0.1200000000000001,0.457,0.258,0.285,1
8.299999999999997,1.2699999999999998,0.457,0.258,0.285,1
12.799999999999997,1.6500000000000001,0.457,0.258,0.285,1
8.400000000000006,1.48,0.457,0.258,0.285,1
1.7000000000000028,0.10999999999999999,0.457,0.258,0.285,1
0.4000000000000057,-0.15999999999999992,0.457,0.258,0.285,0
-12.0,-1.19,0.457,0.258,0.285,0
-8.599999999999994,-1.31,0.457,0.258,0.285,1
7.299999999999997,1.3299999999999998,0.457,0.258,0.285,1
-2.200000000000003,-1.23,0.457,0.258,0.285,1
5.0,0.6599999999999999,0.457,0.258,0.285,0
-2.799999999999997,-0.9100000000000001,0.457,0.258,0.285,-1
8.300000000000011,-0.15999999999999992,0.457,0.258,0.285,1
-0.9000000000000057,-0.11999999999999988,0.457,0.258,0.285,0
-0.7999999999999972,0.4600000000000002,0.457,0.258,0.285,1
-3.1000000000000085,-0.6199999999999999,0.457,0.258,0.285,0
12.600000000000009,1.24,0.457,0.258,0.285,1
10.900000000000006,1.39,0.457,0.258,0.285,1
-12.0,-1.6400000000000001,0.457,0.258,0.285,-1
-2.200000000000003,-0.6400000000000001,0.457,0.258,0.285,0
-4.0,-0.39,0.457,0.258,0.285,0
-11.199999999999989,-1.3699999999999999,0.457,0.258,0.285,0
-2.4000000000000057,1.2499999999999998,0.457,0.258,0.285,1
8.299999999999997,1.2999999999999998,0.457,0.258,0.285,1
-13.399999999999991,-1.3299999999999998,0.457,0.258,0.285,-1
-3.1999999999999886,0.20999999999999996,0.457,0.258,0.285,1
-0.5,0.27,0.457,0.258,0.285,1
-3.0,0.28000000000000025,0.457,0.258,0.285,1
-7.299999999999997,-1.0500000000000003,0.457,0.258,0.285,-1
-14.0,-1.8499999999999999,0.457,0.258,0.285,1
8.799999999999997,0.1200000000000001,0.457,0.258,0.285,-1
11.299999999999997,0.8999999999999999,0.457,0.258,0.285,1
1.2999999999999972,0.71,0.457,0.258,0.285,-1
-11.700000000000003,-1.73,0.457,0.258,0.285,-1
4.299999999999997,0.6100000000000001,0.457,0.258,0.285,1
1.0999999999999943,0.1299999999999999,0.457,0.258,0.285,-1
-3.3999999999999915,-1.5,0.457,0.258,0.285,-1
8.799999999999997,1.13,0.457,0.258,0.285,1
11.700000000000003,1.22,0.457,0.258,0.285,1
4.099999999999994,0.18000000000000016,0.457,0.258,0.285,0
3.6999999999999886,-0.16000000000000014,0.457,0.258,0.285,0
-2.0999999999999943,-1.0599999999999998,0.457,0.258,0.285,-1
7.799999999999997,1.6199999999999997,0.457,0.258,0.285,1
-5.900000000000006,-0.20999999999999996,0.457,0.258,0.285,-1
5.0,0.54,0.457,0.258,0.285,-1
7.299999999999997,1.49,0.457,0.258,0.285,1
1.4000000000000057,0.23999999999999977,0.457,0.258,0.285,1
-16.0,-1.6300000000000001,0.457,0.258,0.285,0
2.1999999999999886,0.43000000000000016,0.457,0.258,0.285,1
-5.200000000000003,-0.6,0.457,0.258,0.285,0
4.200000000000003,0.1200000000000001,0.457,0.258,0.285,1
-7.099999999999994,-1.38,0.457,0.258,0.285,0
-2.5999999999999943,0.5599999999999998,0.457,0.258,0.285,0
5.400000000000006,-0.28000000000000025,0.457,0.258,0.285,-1
-6.0,-0.8999999999999999,0.457,0.258,0.285,0
7.0,1.0500000000000003,0.457,0.258,0.285,0
-3.3999999999999915,-0.1200000000000001,0.457,0.258,0.285,-1
15.099999999999994,1.8499999999999999,0.457,0.258,0.285,1
-3.3000000000000114,-0.71,0.457,0.258,0.285,1
14.900000000000006,1.3299999999999998,0.457,0.258,0.285,1
-3.8000000000000114,-1.2999999999999998,0.457,0.258,0.285,-1
-2.700000000000003,-0.27,0.457,0.258,0.285,1
4.799999999999997,-0.20999999999999996,0.457,0.258,0.285,0
-10.400000000000006,-1.39,0.457,0.258,0.285,0
3.700000000000003,0.6400000000000001,0.457,0.258,0.285,1
-10.400000000000006,-1.24,0.457,0.258,0.285,0
2.799999999999997,-0.4600000000000002,0.457,0.258,0.285,0
11.599999999999994,1.6400000000000001,0.457,0.258,0.285,1
5.5,0.39,0.457,0.258,0.285,1
3.6000000000000085,0.6199999999999999,0.457,0.258,0.285,1
13.599999999999994,1.3699999999999999,0.457,0.258,0.285,1
0.5,0.11999999999999988,0.457,0.258,0.285,1
-0.29999999999999716,-1.2499999999999998,0.457,0.258,0.285,0
-3.799999999999997,0.30000000000000004,0.457,0.258,0.285,0
-7.799999999999997,-0.8999999999999999,0.457,0.258,0.285,-1
4.0,-0.08999999999999986,0.457,0.258,0.285,0
7.5,1.6500000000000001,0.457,0.258,0.285,1
8.900000000000006,1.1099999999999999,0.457,0.258,0.285,1
-0.09999999999999432,0.09999999999999987,0.457,0.258,0.285,0
-3.0,0.17999999999999994,0.457,0.258,0.285,-1
-17.60000000000001,-1.8399999999999999,0.457,0.258,0.285,-1
-0.9000000000000057,-0.16000000000000003,0.457,0.258,0.285,-1
-5.599999999999994,-0.79,0.457,0.258,0.285,0
9.5,1.6600000000000001,0.457,0.258,0.285,1
-4.700000000000003,0.25,0.457,0.258,0.285,1
0.29999999999999716,0.28,0.457,0.258,0.285,0
-1.0,0.8200000000000001,0.457,0.258,0.285,0
-8.099999999999994,-0.65,0.457,0.258,0.285,1
6.099999999999994,0.15000000000000013,0.457,0.258,0.285,1
-1.5,-0.22999999999999998,0.457,0.258,0.285,0
-11.299999999999997,-1.6300000000000001,0.457,0.258,0.285,1
1.2999999999999972,0.3699999999999999,0.457,0.258,0.285,1
2.3000000000000114,0.3600000000000001,0.457,0.258,0.285,1
-0.29999999999999716,0.18999999999999995,0.457,0.258,0.285,1
7.200000000000003,0.62,0.457,0.258,0.285,1
5.1000000000000085,0.17999999999999994,0.457,0.258,0.285,1
-9.900000000000006,-1.1500000000000001,0.457,0.258,0.285,1
1.0,-0.3699999999999999,0.457,0.258,0.285,0
-1.9000000000000057,-0.3200000000000003,0.457,0.258,0.285,0
3.799999999999997,0.14000000000000012,0.457,0.258,0.285,1
-4.5,-1.4099999999999997,0.457,0.258,0.285,0
-5.200000000000003,-0.71,0.457,0.258,0.285,1
9.700000000000003,1.45,0.457,0.258,0.285,1
5.400000000000006,0.1499999999999999,0.457,0.258,0.285,1
3.299999999999997,-0.41000000000000014,0.457,0.258,0.285,-1
5.0,0.44000000000000017,0.457,0.258,0.285,1
-1.8999999999999915,-0.040000000000000036,0.457,0.258,0.285,1
-2.5999999999999943,-0.7199999999999999,0.457,0.258,0.285,1
1.5999999999999943,1.1799999999999997,0.457,0.258,0.285,1
-5.300000000000011,-1.03,0.457,0.258,0.285,-1
-15.100000000000009,-1.73,0.457,0.258,0.285,-1
-1.5,0.3400000000000001,0.457,0.258,0.285,0
11.599999999999994,0.44000000000000006,0.457,0.258,0.285,1
0.29999999999999716,-0.10999999999999988,0.457,0.258,0.285,0
-3.5,0.13000000000000012,0.457,0.258,0.285,1
-8.099999999999994,-1.0899999999999999,0.457,0.258,0.285,-1
7.299999999999997,1.1999999999999997,0.457,0.258,0.285,1
12.300000000000011,1.15,0.457,0.258,0.285,1
-8.100000000000009,-0.2300000000000002,0.457,0.258,0.285,-1
3.299999999999997,0.0,0.457,0.258,0.285,-1
-2.299999999999997,0.24,0.457,0.258,0.285,1
-6.499999999999993,-0.18999999999999984,0.457,0.258,0.285,-1
2.299999999999997,0.28,0.457,0.258,0.285,1
-9.700000000000003,-1.2699999999999998,0.457,0.258,0.285,1
2.8000000000000114,0.26,0.457,0.258,0.285,-1
1.8999999999999915,0.5799999999999998,0.457,0.258,0.285,-1
-12.800000000000011,-1.6500000000000001,0.457,0.258,0.285,-1
9.700000000000003,0.9200000000000002,0.457,0.258,0.285,1
-2.1999999999999886,-0.1200000000000001,0.457,0.258,0.285,1
3.299999999999997,-0.07000000000000006,0.457,0.258,0.285,0
13.200000000000003,1.69,0.457,0.258,0.285,1
-13.200000000000003,-1.7399999999999998,0.457,0.258,0.285,-1
8.400000000000006,0.020000000000000018,0.457,0.258,0.285,-1
2.799999999999997,1.5,0.457,0.258,0.285,1
2.700000000000003,1.0599999999999998,0.457,0.258,0.285,-1
-0.6000000000000085,0.16000000000000014,0.457,0.258,0.285,1
-3.5999999999999943,-0.6100000000000001,0.457,0.258,0.285,-1
16.599999999999994,1.73,0.457,0.258,0.285,1
-10.099999999999994,-1.22,0.457,0.258,0.285,-1
4.299999999999997,-0.1299999999999999,0.457,0.258,0.285,0
-3.5,-0.18000000000000016,0.457,0.258,0.285,1
-10.299999999999997,-1.13,0.457,0.258,0.285,1
-8.399999999999991,-1.6199999999999997,0.457,0.258,0.285,-1
0.7000000000000028,0.9100000000000001,0.457,0.258,0.285,1
-7.299999999999997,-1.3299999999999998,0.457,0.258,0.285,0
-6.200000000000003,0.15999999999999992,0.457,0.258,0.285,0
8.100000000000009,1.23,0.457,0.258,0.285,1
9.299999999999997,1.31,0.457,0.258,0.285,1
-8.899999999999991,-1.48,0.457,0.258,0.285,-1
-8.900000000000006,-0.6599999999999999,0.457,0.258,0.285,0
1.7000000000000028,0.15999999999999992,0.457,0.258,0.285,1
-1.5999999999999943,-0.10999999999999999,0.457,0.258,0.285,-1
6.200000000000003,1.19,0.457,0.258,0.285,1
6.400000000000006,0.2300000000000001,0.457,0.258,0.285,1
7.0,0.040000000000000036,0.457,0.258,0.285,1
7.400000000000006,1.0399999999999998,0.457,0.258,0.285,1
9.700000000000003,0.33000000000000007,0.457,0.258,0.285,0
-14.0,-1.49,0.457,0.258,0.285,0
3.0,-0.020000000000000018,0.457,0.258,0.285,1
5.900000000000006,0.74,0.457,0.258,0.285,1
-6.900000000000006,-1.22,0.457,0.258,0.285,-1
1.1999999999999886,0.35,0.457,0.258,0.285,1
-2.799999999999997,-0.6600000000000001,0.457,0.258,0.285,-1
8.199999999999989,0.9899999999999998,0.457,0.258,0.285,1
8.400000000000006,1.6099999999999999,0.457,0.258,0.285,1
-1.2999999999999972,1.0700000000000003,0.457,0.258,0.285,1
-8.900000000000006,-1.46,0.457,0.258,0.285,-1
5.400000000000006,0.050000000000000044,0.457,0.258,0.285,-1
-9.5,-1.02,0.457,0.258,0.285,0
-3.5,-0.41000000000000014,0.457,0.258,0.285,1
7.8999999999999915,1.4,0.457,0.258,0.285,1
-4.800000000000011,-0.35,0.457,0.258,0.285,-1
-7.5,-1.2199999999999998,0.457,0.258,0.285,0
1.5,-0.75,0.457,0.258,0.285,1
1.8999999999999915,0.3900000000000001,0.457,0.258,0.285,1
0.09999999999999432,-0.16000000000000014,0.457,0.258,0.285,0
-2.5999999999999943,0.009999999999999898,0.457,0.258,0.285,-1
1.9000000000000057,0.3899999999999999,0.457,0.258,0.285,1
3.5,0.48,0.457,0.258,0.285,0
-15.0,-1.8399999999999999,0.457,0.258,0.285,-1
-3.9000000000000057,-0.050000000000000044,0.457,0.258,0.285,-1
-12.0,-1.0299999999999998,0.457,0.258,0.285,0
8.0,1.5799999999999998,0.457,0.258,0.285,1
1.0,0.1399999999999999,0.457,0.258,0.285,1
-3.9000000000000057,-0.49,0.457,0.258,0.285,0
0.3999999999999915,0.04000000000000026,0.457,0.258,0.285,0
-2.700000000000003,-0.4299999999999997,0.457,0.258,0.285,1
9.200000000000003,1.3699999999999999,0.457,0.258,0.285,1
4.400000000000006,0.8799999999999999,0.457,0.258,0.285,0
3.4000000000000057,0.20999999999999985,0.457,0.258,0.285,-1
13.800000000000011,1.45,0.457,0.258,0.285,1
-10.299999999999997,-1.5,0.457,0.258,0.285,0
0.4000000000000057,-0.69,0.457,0.258,0.285,0
-4.8999999999999915,-1.4599999999999997,0.457,0.258,0.285,1
-10.700000000000003,-0.5799999999999998,0.457,0.258,0.285,1
6.800000000000004,0.5100000000000001,0.457,0.258,0.285,1
0.5,0.20999999999999996,0.457,0.258,0.285,-1
-5.800000000000011,-0.2500000000000002,0.457,0.258,0.285,-1
5.700000000000003,0.8499999999999999,0.457,0.258,0.285,1
6.5,0.51,0.457,0.258,0.285,0
-7.599999999999994,-0.78,0.457,0.258,0.285,-1
-0.20000000000000284,0.26000000000000023,0.457,0.258,0.285,0
0.20000000000000284,-0.009999999999999898,0.457,0.258,0.285,-1
7.200000000000003,0.51,0.457,0.258,0.285,1
-3.1999999999999886,-0.30000000000000027,0.457,0.258,0.285,-1
-4.200000000000003,-0.24,0.457,0.258,0.285,0
3.5,0.41999999999999993,0.457,0.258,0.285,1
3.5,0.5899999999999997,0.457,0.258,0.285,1
12.700000000000003,1.24,0.457,0.258,0.285,1
-15.700000000000003,-1.5,0.457,0.258,0.285,-1
0.5,0.20000000000000018,0.457,0.258,0.285,0
5.800000000000011,-0.030000000000000027,0.457,0.258,0.285,1
-2.700000000000003,-0.15000000000000013,0.457,0.258,0.285,0
2.0999999999999943,0.02000000000000024,0.457,0.258,0.285,0
3.5,0.8700000000000001,0.457,0.258,0.285,1
-9.599999999999994,-1.3399999999999999,0.457,0.258,0.285,-1
-11.799999999999997,-0.53,0.457,0.258,0.285,0
5.199999999999989,0.07999999999999985,0.457,0.258,0.285,1
2.0999999999999943,1.4,0.457,0.258,0.285,1
6.799999999999997,0.4700000000000001,0.457,0.258,0.285,1
-1.0,-1.3399999999999999,0.457,0.258,0.285,1
-3.9000000000000057,-0.030000000000000027,0.457,0.258,0.285,1
-3.299999999999997,-0.3400000000000001,0.457,0.258,0.285,-1
-5.200000000000003,-0.40000000000000013,0.457,0.258,0.285,1
3.200000000000003,0.9400000000000002,0.457,0.258,0.285,1
14.400000000000006,1.6099999999999999,0.457,0.258,0.285,1
-10.099999999999994,-1.2600000000000002,0.457,0.258,0.285,1
1.1000000000000085,-0.08000000000000007,0.457,0.258,0.285,1
8.900000000000006,0.09000000000000008,0.457,0.258,0.285,-1
8.599999999999994,1.0699999999999998,0.457,0.258,0.285,1
17.400000000000006,1.25,0.457,0.258,0.285,1
-6.799999999999997,-1.19,0.457,0.258,0.285,0
-12.799999999999997,-1.29,0.457,0.258,0.285,0
3.5,0.16000000000000003,0.457,0.258,0.285,1
3.299999999999997,0.79,0.457,0.258,0.285,1
2.0,-0.17999999999999994,0.457,0.258,0.285,1
7.3999999999999915,0.8999999999999999,0.457,0.258,0.285,1
-0.5,-0.09999999999999987,0.457,0.258,0.285,0
0.7000000000000028,-0.30000000000000004,0.457,0.258,0.285,0
-6.699999999999989,-1.1099999999999999,0.457,0.258,0.285,-1
-8.599999999999994,-1.6500000000000001,0.457,0.258,0.285,-1
-7.200000000000003,0.08999999999999986,0.457,0.258,0.285,1
18.89999999999999,1.8399999999999999,0.457,0.258,0.285,1
13.5,1.5,0.457,0.258,0.285,1
6.5,0.30000000000000027,0.457,0.258,0.285,1
-5.300000000000011,-0.5899999999999997,0.457,0.258,0.285,-1
2.5999999999999943,0.15000000000000013,0.457,0.258,0.285,1
10.599999999999994,0.24,0.457,0.258,0.285,1
-5.599999999999994,-0.51,0.457,0.258,0.285,1
-5.900000000000006,0.030000000000000027,0.457,0.258,0.285,-1
2.0,-0.20000000000000018,0.457,0.258,0.285,-1
-13.0,-1.24,0.457,0.258,0.285,-1
-0.9000000000000057,-0.41999999999999993,0.457,0.258,0.285,1
1.5,0.009999999999999898,0.457,0.258,0.285,1
6.0,1.4599999999999997,0.457,0.258,0.285,1
-8.5,-0.8499999999999999,0.457,0.258,0.285,-1
4.799999999999997,0.2500000000000002,0.457,0.258,0.285,1
0.20000000000000284,0.78,0.457,0.258,0.285,1
-11.200000000000003,-0.51,0.457,0.258,0.285,1
1.9000000000000057,-0.20999999999999996,0.457,0.258,0.285,0
-0.19999999999998863,-0.26000000000000023,0.457,0.258,0.285,-1
-9.299999999999997,-0.5100000000000001,0.457,0.258,0.285,1
8.0,0.5799999999999998,0.457,0.258,0.285,1
10.100000000000009,1.29,0.457,0.258,0.285,1
7.200000000000003,1.2600000000000002,0.457,0.258,0.285,1
-13.899999999999991,-1.6099999999999999,0.457,0.258,0.285,1
12.299999999999997,0.40000000000000013,0.457,0.258,0.285,1
-10.799999999999997,-1.25,0.457,0.258,0.285,-1
-5.700000000000003,-0.9400000000000002,0.457,0.258,0.285,-1
8.799999999999997,1.19,0.457,0.258,0.285,1
-2.299999999999997,-1.0699999999999998,0.457,0.258,0.285,-1
-0.4000000000000057,-0.09000000000000008,0.457,0.258,0.285,1
-3.5999999999999943,0.08000000000000007,0.457,0.258,0.285,-1
3.8000000000000114,1.3399999999999999,0.457,0.258,0.285,0
-7.200000000000003,-0.07999999999999985,0.457,0.258,0.285,-1
-2.6000000000000085,0.030000000000000027,0.457,0.258,0.285,0
5.3999999999999915,0.53,0.457,0.258,0.285,0
3.1999999999999886,0.3400000000000001,0.457,0.258,0.285,1
-1.2000000000000028,-0.4700000000000001,0.457,0.258,0.285,1
-4.5,-0.8700000000000001,0.457,0.258,0.285,0
-0.6000000000000085,-0.02000000000000024,0.457,0.258,0.285,1
-4.0,-1.4,0.457,0.258,0.285,0
6.799999999999997,1.3399999999999999,0.457,0.258,0.285,1
-0.5,-0.050000000000000044,0.457,0.258,0.285,1
10.200000000000003,1.46,0.457,0.258,0.285,1
3.700000000000003,0.41000000000000014,0.457,0.258,0.285,1
11.299999999999997,1.02,0.457,0.258,0.285,0
3.700000000000003,0.35,0.457,0.258,0.285,1
-8.200000000000003,-1.4,0.457,0.258,0.285,1
-2.0,-0.9899999999999998,0.457,0.258,0.285,1
-9.799999999999997,-1.6099999999999999,0.457,0.258,0.285,0
-5.5,-1.0700000000000003,0.457,0.258,0.285,-1
5.700000000000003,1.2199999999999998,0.457,0.258,0.285,1
0.7000000000000028,-0.20999999999999996,0.457,0.258,0.285,1
-3.5,-0.78,0.457,0.258,0.285,1
-0.4000000000000057,-0.22999999999999998,0.457,0.258,0.285,0
15.299999999999997,1.35,0.457,0.258,0.285,1
4.5,-0.18999999999999995,0.457,0.258,0.285,0
8.5,1.3599999999999999,0.457,0.258,0.285,1
2.700000000000003,0.040000000000000036,0.457,0.258,0.285,0
-2.3000000000000114,-0.5799999999999998,0.457,0.258,0.285,0
-1.0999999999999943,-0.49,0.457,0.258,0.285,1
3.1000000000000085,-0.030000000000000027,0.457,0.258,0.285,-1
0.6000000000000085,0.5899999999999997,0.457,0.258,0.285,1
1.0,1.0399999999999998,0.457,0.258,0.285,1
4.900000000000006,-0.030000000000000027,0.457,0.258,0.285,0
9.799999999999997,0.53,0.457,0.258,0.285,1
1.7000000000000028,-0.02000000000000024,0.457,0.258,0.285,1
-9.5,-1.73,0.457,0.258,0.285,1
-6.799999999999997,-1.49,0.457,0.258,0.285,-1
6.700000000000003,0.3899999999999999,0.457,0.258,0.285,1
-9.699999999999989,-1.1099999999999999,0.457,0.258,0.285,-1
-10.099999999999994,-0.22999999999999976,0.457,0.258,0.285,1
8.700000000000003,1.7399999999999998,0.457,0.258,0.285,1
3.700000000000003,1.2,0.457,0.258,0.285,-1
-2.299999999999997,-0.3400000000000001,0.457,0.258,0.285,1
3.4000000000000057,-0.08999999999999986,0.457,0.258,0.285,1
8.399999999999991,0.11999999999999988,0.457,0.258,0.285,1
1.2999999999999972,0.17999999999999994,0.457,0.258,0.285,0
-5.700000000000003,-0.17999999999999994,0.457,0.258,0.285,0
-2.8999999999999915,-0.8700000000000001,0.457,0.258,0.285,1
-6.5,-1.35,0.457,0.258,0.285,-1
-15.399999999999999,-0.8699999999999999,0.457,0.258,0.285,0
2.6000000000000085,0.75,0.457,0.258,0.285,0
3.8999999999999915,0.16000000000000014,0.457,0.258,0.285,0
-10.299999999999997,-1.5799999999999998,0.457,0.258,0.285,-1
-2.5,0.1299999999999999,0.457,0.258,0.285,1
-10.799999999999997,-1.2699999999999998,0.457,0.258,0.285,0
6.6000000000000085,0.17999999999999994,0.457,0.258,0.285,1
5.699999999999989,0.74,0.457,0.258,0.285,0
-2.5,0.1399999999999999,0.457,0.258,0.285,-1
-2.5,-0.009999999999999898,0.457,0.258,0.285,0
8.5,1.22,0.457,0.258,0.285,1
1.4000000000000057,0.9100000000000001,0.457,0.258,0.285,1
15.299999999999997,0.3899999999999999,0.457,0.258,0.285,0
-7.599999999999994,-1.4099999999999997,0.457,0.258,0.285,0
-0.8999999999999915,-0.5599999999999998,0.457,0.258,0.285,-1
-7.3999999999999915,-0.13000000000000012,0.457,0.258,0.285,0
6.700000000000003,1.3699999999999999,0.457,0.258,0.285,0
-5.700000000000003,-0.28,0.457,0.258,0.285,-1
-13.700000000000003,-0.8999999999999999,0.457,0.258,0.285,1
-6.8999999999999915,-0.2599999999999998,0.457,0.258,0.285,1
8.200000000000003,1.3299999999999998,0.457,0.258,0.285,-1
8.400000000000006,1.6199999999999997,0.457,0.258,0.285,1
0.4000000000000057,0.4299999999999997,0.457,0.258,0.285,-1
3.5,0.8499999999999999,0.457,0.258,0.285,1
-4.6000000000000085,-0.6199999999999999,0.457,0.258,0.285,0
4.299999999999997,-0.09000000000000008,0.457,0.258,0.285,1
-3.8000000000000114,-1.22,0.457,0.258,0.285,-1
-9.700000000000003,-1.3699999999999999,0.457,0.258,0.285,1
0.7000000000000028,-0.09999999999999987,0.457,0.258,0.285,1
5.800000000000011,-0.1100000000000001,0.457,0.258,0.285,-1
-4.000000000000007,0.15000000000000013,0.457,0.258,0.285,1
8.400000000000006,1.5,0.457,0.258,0.285,1
-2.0,-0.23999999999999977,0.457,0.258,0.285,1
7.1000000000000085,0.41999999999999993,0.457,0.258,0.285,1
-1.5999999999999943,-1.2499999999999998,0.457,0.258,0.285,-1
7.5,0.6400000000000001,0.457,0.258,0.285,-1
-9.099999999999994,-1.35,0.457,0.258,0.285,0
-8.199999999999989,-0.40000000000000013,0.457,0.258,0.285,1
3.799999999999997,0.1499999999999999,0.457,0.258,0.285,0
7.399999999999999,0.1299999999999999,0.457,0.258,0.285,0
-11.700000000000003,-1.24,0.457,0.258,0.285,0
3.299999999999997,1.0699999999999998,0.457,0.258,0.285,1
4.599999999999994,1.0599999999999998,0.457,0.258,0.285,1
-3.0,-0.1399999999999999,0.457,0.258,0.285,1
8.099999999999994,1.45,0.457,0.258,0.285,1
13.399999999999999,0.24,0.457,0.258,0.285,1
-5.200000000000003,-0.79,0.457,0.258,0.285,0
-1.1000000000000085,0.0,0.457,0.258,0.285,1
-14.899999999999991,-1.5899999999999999,0.457,0.258,0.285,-1
1.9000000000000057,-0.3699999999999999,0.457,0.258,0.285,0
7.200000000000003,0.71,0.457,0.258,0.285,0
5.900000000000006,0.16000000000000003,0.457,0.258,0.285,1
-7.0,-0.5799999999999998,0.457,0.258,0.285,0
-4.0,-1.19,0.457,0.258,0.285,-1
2.0999999999999943,-0.04999999999999982,0.457,0.258,0.285,1
7.900000000000006,0.8999999999999999,0.457,0.258,0.285,0
-3.5,-1.01,0.457,0.258,0.285,1
-5.099999999999994,-0.3600000000000001,0.457,0.258,0.285,1
4.900000000000006,0.10999999999999988,0.457,0.258,0.285,0
-5.599999999999994,0.040000000000000036,0.457,0.258,0.285,1
3.6999999999999957,0.33999999999999986,0.457,0.258,0.285,-1
7.900000000000006,1.0899999999999999,0.457,0.258,0.285,1
6.0,0.8799999999999999,0.457,0.258,0.285,1
0.19999999999998863,0.1200000000000001,0.457,0.258,0.285,1
5.0,0.71,0.457,0.258,0.285,-1
2.799999999999997,-0.30000000000000004,0.457,0.258,0.285,0
2.8000000000000114,-0.019999999999999796,0.457,0.258,0.285,-1
3.8000000000000043,0.3799999999999999,0.457,0.258,0.285,0
-8.700000000000003,-1.0,0.457,0.258,0.285,1
-6.699999999999989,-0.20999999999999996,0.457,0.258,0.285,-1
3.3999999999999915,-0.009999999999999898,0.457,0.258,0.285,1
8.5,1.3399999999999999,0.457,0.258,0.285,1
-8.900000000000006,-0.15000000000000013,0.457,0.258,0.285,1
-6.299999999999997,-0.8200000000000001,0.457,0.258,0.285,-1
4.400000000000006,0.6599999999999999,0.457,0.258,0.285,0
-4.099999999999994,-1.35,0.457,0.258,0.285,-1
-2.0,-0.1200000000000001,0.457,0.258,0.285,-1
8.400000000000006,-0.25,0.457,0.258,0.285,-1
1.5,-0.030000000000000027,0.457,0.258,0.285,-1
2.5,-0.09999999999999987,0.457,0.258,0.285,1
-12.000000000000007,-1.2399999999999998,0.457,0.258,0.285,1
12.299999999999997,1.4299999999999997,0.457,0.258,0.285,1
4.400000000000006,0.26,0.457,0.258,0.285,-1
8.0,1.02,0.457,0.258,0.285,0
-2.700000000000003,0.04999999999999982,0.457,0.258,0.285,1
0.0,0.3400000000000001,0.457,0.258,0.285,1
-5.900000000000006,-1.23,0.457,0.258,0.285,0
0.09999999999999432,0.1200000000000001,0.457,0.258,0.285,1
-3.299999999999997,-0.02000000000000024,0.457,0.258,0.285,1
-8.0,-0.6600000000000001,0.457,0.258,0.285,-1
-15.899999999999991,-1.6099999999999999,0.457,0.258,0.285,-1
12.5,1.39,0.457,0.258,0.285,-1
7.0,0.25,0.457,0.258,0.285,-1
2.3999999999999915,0.7700000000000002,0.457,0.258,0.285,1
0.7999999999999972,-0.48,0.457,0.258,0.285,0
3.8000000000000114,1.4,0.457,0.258,0.285,1
-9.900000000000006,-1.38,0.457,0.258,0.285,0
-4.599999999999994,0.1399999999999999,0.457,0.258,0.285,-1
-9.0,-0.020000000000000018,0.457,0.258,0.285,-1
-8.200000000000003,-1.4599999999999997,0.457,0.258,0.285,0
10.799999999999997,1.45,0.457,0.258,0.285,1
7.700000000000003,1.1099999999999999,0.457,0.258,0.285,1
-0.09999999999999432,0.16000000000000014,0.457,0.258,0.285,1
0.9000000000000057,0.6400000000000001,0.457,0.258,0.285,1
8.600000000000009,0.54,0.457,0.258,0.285,1
11.900000000000006,1.5799999999999998,0.457,0.258,0.285,1
-3.4000000000000057,-1.2199999999999998,0.457,0.258,0.285,-1
-7.800000000000011,-1.3599999999999999,0.457,0.258,0.285,-1
-10.5,-0.53,0.457,0.258,0.285,1
-9.0,-0.2599999999999998,0.457,0.258,0.285,-1
6.099999999999994,1.4,0.457,0.258,0.285,0
7.0,1.25,0.457,0.258,0.285,1
-4.900000000000006,-0.15000000000000013,0.457,0.258,0.285,0
-16.5,-1.73,0.457,0.258,0.285,1
1.6000000000000085,0.15999999999999992,0.457,0.258,0.285,0
-8.299999999999997,-0.20999999999999996,0.457,0.258,0.285,-1
5.200000000000003,-0.07000000000000006,0.457,0.258,0.285,-1
-3.0999999999999943,-0.13000000000000012,0.457,0.258,0.285,1
-1.0,-0.16000000000000014,0.457,0.258,0.285,1
-7.300000000000011,-1.15,0.457,0.258,0.285,1
1.5,0.13000000000000012,0.457,0.258,0.285,1
0.7000000000000028,0.3699999999999999,0.457,0.258,0.285,0
0.8000000000000114,0.02000000000000024,0.457,0.258,0.285,0
-5.5,-0.5899999999999997,0.457,0.258,0.285,0
-2.700000000000003,-1.0399999999999998,0.457,0.258,0.285,-1
9.299999999999997,1.73,0.457,0.258,0.285,1
-1.5,0.030000000000000027,0.457,0.258,0.285,0
5.600000000000001,0.22999999999999976,0.457,0.258,0.285,1
-4.099999999999994,0.20999999999999996,0.457,0.258,0.285,1
-2.200000000000003,-0.3899999999999999,0.457,0.258,0.285,0
8.899999999999991,1.49,0.457,0.258,0.285,1
10.399999999999991,1.38,0.457,0.258,0.285,1
4.5,1.4599999999999997,0.457,0.258,0.285,1
-0.5999999999999943,-1.4,0.457,0.258,0.285,1
